season,playoff,play_id,game_id,home_team,away_team,posteam,posteam_type,defteam,side_of_field,game_date,quarter_seconds_remaining,game_seconds_remaining,game_half,sp,qtr,down,time,yrdln,ydstogo,desc,play_type,field_goal_result,kick_distance,home_timeouts_remaining,away_timeouts_remaining,timeout,timeout_team,posteam_timeouts_remaining,defteam_timeouts_remaining,posteam_score,defteam_score,score_differential,opp_fg_prob,field_goal_attempt,kicker_player_name,kicker_player_id,type,iced,overtime
2012,reg,5113,2012111804,DAL,CLE,DAL,home,CLE,CLE,2012-11-18,373.0,373.0,Overtime,1,5,2.0,06:13,CLE 20,9,"(6:13) (Field Goal formation) D.Bailey 38 yard field goal is GOOD, Center-L.Ladouceur, Holder-B.Moorman.",field_goal,made,38.0,1,1,0.0,,1.0,1.0,20.0,20.0,0.0,0.025125195862249438,1.0,D.Bailey,00-0028660,no_timeout,non_iced,1
2012,reg,4008,2012111807,HOU,JAC,HOU,home,JAC,JAC,2012-11-18,5.0,5.0,Half2,0,4,3.0,00:05,JAC 29,9,"(:05) S.Graham 47 yard field goal is No Good, Wide Left, Center-J.Weeks, Holder-D.Jones.",field_goal,missed,47.0,0,2,0.0,,0.0,2.0,34.0,34.0,0.0,0.0,1.0,S.Graham,00-0019536,no_timeout,non_iced,0
2012,reg,4406,2012111807,HOU,JAC,HOU,home,JAC,JAC,2012-11-18,493.0,493.0,Overtime,1,5,4.0,08:13,JAC 7,7,"(8:13) S.Graham 25 yard field goal is GOOD, Center-J.Weeks, Holder-D.Jones.",field_goal,made,25.0,1,2,0.0,,1.0,2.0,34.0,34.0,0.0,0.0044904634685601465,1.0,S.Graham,00-0019536,no_timeout,non_iced,1
2012,reg,4759,2012111807,HOU,JAC,JAC,away,HOU,HOU,2012-11-18,264.0,264.0,Overtime,1,5,4.0,04:24,HOU 15,15,"(4:24) J.Scobee 33 yard field goal is GOOD, Center-J.Cain, Holder-B.Anger.",field_goal,made,33.0,0,0,0.0,,0.0,0.0,34.0,37.0,-3.0,0.009501090945449266,1.0,J.Scobee,00-0022874,no_timeout,non_iced,1
2012,reg,3639,2012112507,MIA,SEA,MIA,home,SEA,SEA,2012-11-25,4.0,4.0,Half2,1,4,1.0,00:04,SEA 25,10,"(:04) (Field Goal formation) D.Carpenter 43 yard field goal is GOOD, Center-J.Denney, Holder-B.Fields.",field_goal,made,43.0,0,1,0.0,,0.0,1.0,21.0,21.0,0.0,0.0,1.0,D.Carpenter,00-0026003,off_timeout,non_iced,0
2012,reg,3954,2012112508,SD,BAL,BAL,away,SD,SD,2012-11-25,3.0,3.0,Half2,1,4,3.0,00:03,SD 20,7,"(:03) J.Tucker 38 yard field goal is GOOD, Center-M.Cox, Holder-S.Koch.",field_goal,made,38.0,3,1,0.0,,1.0,3.0,10.0,13.0,-3.0,0.0,1.0,J.Tucker,00-0029597,off_timeout,non_iced,0
2012,reg,4874,2012112508,SD,BAL,BAL,away,SD,SD,2012-11-25,72.0,72.0,Overtime,1,5,4.0,01:12,SD 20,14,"(1:12) J.Tucker 38 yard field goal is GOOD, Center-M.Cox, Holder-S.Koch.",field_goal,made,38.0,0,0,0.0,,0.0,0.0,13.0,13.0,0.0,0.01932619050085563,1.0,J.Tucker,00-0029597,off_timeout,non_iced,1
2012,reg,4177,2012120200,CHI,SEA,CHI,home,SEA,SEA,2012-12-02,3.0,3.0,Half2,1,4,2.0,00:03,SEA 28,8,"(:03) (Field Goal formation) R.Gould 46 yard field goal is GOOD, Center-P.Mannelly, Holder-A.Podlesh.",field_goal,made,46.0,1,1,0.0,,1.0,1.0,14.0,17.0,-3.0,0.0,1.0,R.Gould,00-0023252,off_timeout,non_iced,0
2012,reg,4622,2012120202,STL,SF,STL,home,SF,SF,2012-12-02,30.0,30.0,Overtime,1,5,4.0,00:30,SF 37,1,"(:30) G.Zuerlein 54 yard field goal is GOOD, Center-J.McQuaide, Holder-J.Hekker.",field_goal,made,54.0,0,0,0.0,,0.0,0.0,11.0,13.0,-2.0,0.08403637815791991,1.0,G.Zuerlein,00-0029621,off_timeout,non_iced,1
2012,reg,3897,2012120210,BAL,PIT,PIT,away,BAL,BAL,2012-12-02,3.0,3.0,Half2,1,4,4.0,00:03,BAL 24,15,"(:03) S.Suisham 42 yard field goal is GOOD, Center-G.Warren, Holder-D.Butler.",field_goal,made,42.0,0,2,0.0,,2.0,0.0,20.0,20.0,0.0,0.0,1.0,S.Suisham,00-0023001,off_timeout,non_iced,0
2012,reg,4318,2012120900,WAS,BAL,WAS,home,BAL,BAL,2012-12-09,707.0,707.0,Overtime,1,5,3.0,11:47,BAL 16,2,"(11:47) K.Forbath 34 yard field goal is GOOD, Center-N.Sundberg, Holder-S.Rocca.",field_goal,made,34.0,1,2,0.0,,1.0,2.0,28.0,28.0,0.0,0.01688222826732913,1.0,K.Forbath,00-0028787,no_timeout,non_iced,1
2012,reg,4230,2012120909,CIN,DAL,DAL,away,CIN,CIN,2012-12-09,4.0,4.0,Half2,1,4,2.0,00:04,CIN 22,8,"(:04) D.Bailey 40 yard field goal is GOOD, Center-L.Ladouceur, Holder-B.Moorman.",field_goal,made,40.0,0,1,0.0,,1.0,0.0,17.0,19.0,-2.0,0.0,1.0,D.Bailey,00-0028660,off_timeout,non_iced,0
2012,reg,4519,2012121611,DAL,PIT,DAL,home,PIT,PIT,2012-12-16,821.0,821.0,Overtime,1,5,2.0,13:41,PIT 3,3,"(13:41) (Field Goal formation) D.Bailey 21 yard field goal is GOOD, Center-L.Ladouceur, Holder-B.Moorman.",field_goal,made,21.0,2,1,0.0,,2.0,1.0,24.0,24.0,0.0,0.002079186291066027,1.0,D.Bailey,00-0028660,iced,iced,1
2012,reg,4094,2012122303,PIT,CIN,CIN,away,PIT,PIT,2012-12-23,8.0,8.0,Half2,1,4,1.0,00:08,PIT 25,10,"(:08) (Field Goal formation) J.Brown 43 yard field goal is GOOD, Center-C.Harris, Holder-K.Huber.",field_goal,made,43.0,2,1,0.0,,1.0,2.0,9.0,10.0,-1.0,0.02766386817063434,1.0,J.Brown,00-0021940,no_timeout,non_iced,0
2012,reg,5079,2012122306,DAL,NO,NO,away,DAL,DAL,2012-12-23,637.0,637.0,Overtime,1,5,1.0,10:37,DAL 2,2,"(10:37) (Field Goal formation) G.Hartley 20 yard field goal is GOOD, Center-J.Drescher, Holder-C.Daniel.",field_goal,made,20.0,2,2,0.0,,2.0,2.0,31.0,31.0,0.0,0.0014087452951669671,1.0,G.Hartley,00-0025824,no_timeout,non_iced,1
2013,reg,5279,2013090800,BUF,NE,NE,away,BUF,BUF,2013-09-08,9.0,9.0,Half2,1,4,3.0,00:09,BUF 17,13,"(:09) S.Gostkowski 35 yard field goal is GOOD, Center-D.Aiken, Holder-R.Allen.",field_goal,made,35.0,0,2,0.0,,2.0,0.0,20.0,20.0,0.0,0.009876090930810724,1.0,S.Gostkowski,00-0024333,off_timeout,non_iced,0
2013,reg,4264,2013090807,NYJ,TB,TB,away,NYJ,NYJ,2013-09-08,38.0,38.0,Half2,1,4,4.0,00:38,NYJ 19,3,"(:38) R.Lindell 37 yard field goal is GOOD, Center-A.Economos, Holder-M.Koenen.",field_goal,made,37.0,0,1,0.0,,1.0,0.0,14.0,15.0,-1.0,0.015142504255260716,1.0,R.Lindell,00-0019310,iced,iced,0
2013,reg,4399,2013090807,NYJ,TB,NYJ,home,TB,TB,2013-09-08,15.0,15.0,Half2,1,4,1.0,00:15,TB 30,10,"(:15) N.Folk 48 yard field goal is GOOD, Center-T.Purdum, Holder-R.Malone.",field_goal,made,48.0,0,1,0.0,,0.0,1.0,15.0,17.0,-2.0,0.04285921850673968,1.0,N.Folk,00-0025565,no_timeout,non_iced,0
2013,reg,4210,2013090901,SD,HOU,HOU,away,SD,SD,2013-09-09,5.0,5.0,Half2,1,4,3.0,00:05,SD 23,9,"(:05) R.Bullock 41 yard field goal is GOOD, Center-J.Weeks, Holder-S.Lechler.",field_goal,made,41.0,0,0,0.0,,0.0,0.0,27.0,28.0,-1.0,0.0,1.0,R.Bullock,00-0029421,iced,iced,0
2013,reg,4348,2013091508,PHI,SD,SD,away,PHI,PHI,2013-09-15,11.0,11.0,Half2,1,4,4.0,00:11,PHI 28,7,"(:11) N.Novak 46 yard field goal is GOOD, Center-M.Windt, Holder-M.Scifres.",field_goal,made,46.0,1,1,0.0,,1.0,1.0,30.0,30.0,0.0,0.035717776988449745,1.0,N.Novak,00-0023096,no_timeout,non_iced,0
2013,reg,4109,2013091510,TB,NO,NO,away,TB,TB,2013-09-15,5.0,5.0,Half2,1,4,2.0,00:05,TB 9,9,"(:05) (Field Goal formation) G.Hartley 27 yard field goal is GOOD, Center-J.Drescher, Holder-L.McCown.",field_goal,made,27.0,0,0,0.0,,0.0,0.0,13.0,13.0,0.0,0.0,1.0,G.Hartley,00-0025824,no_timeout,non_iced,0
2013,reg,4715,2013092903,HOU,SEA,SEA,away,HOU,HOU,2013-09-29,203.0,203.0,Overtime,1,5,4.0,03:23,HOU 27,1,"(3:23) S.Hauschka 45 yard field goal is GOOD, Center-C.Gresham, Holder-J.Ryan.",field_goal,made,45.0,2,1,0.0,,1.0,2.0,19.0,20.0,-1.0,0.0381634622604648,1.0,S.Hauschka,00-0025944,no_timeout,non_iced,1
2013,reg,4475,2013100609,DAL,DEN,DEN,away,DAL,DAL,2013-10-06,2.0,2.0,Half2,1,4,4.0,00:02,DAL 10,10,"(:02) (Field Goal formation) M.Prater 28 yard field goal is GOOD, Center-A.Brewer, Holder-B.Colquitt.",field_goal,made,28.0,0,2,0.0,,2.0,0.0,48.0,48.0,0.0,0.0,1.0,M.Prater,00-0023853,off_timeout,non_iced,0
2013,reg,3878,2013100700,ATL,NYJ,NYJ,away,ATL,ATL,2013-10-07,3.0,3.0,Half2,1,4,1.0,00:03,ATL 25,10,"(:03) N.Folk 43 yard field goal is GOOD, Center-T.Purdum, Holder-R.Quigley.",field_goal,made,43.0,2,0,0.0,,0.0,2.0,27.0,28.0,-1.0,0.0,1.0,N.Folk,00-0025565,off_timeout,non_iced,0
2013,reg,5201,2013101301,BUF,CIN,CIN,away,BUF,BUF,2013-10-13,409.0,409.0,Overtime,1,5,4.0,06:49,BUF 25,2,"(6:49) M.Nugent 43 yard field goal is GOOD, Center-C.Harris, Holder-K.Huber.",field_goal,made,43.0,2,2,0.0,,2.0,2.0,24.0,24.0,0.0,0.04269450716868769,1.0,M.Nugent,00-0023482,no_timeout,non_iced,1
2013,reg,4659,2013102007,NYJ,NE,NE,away,NYJ,NYJ,2013-10-20,19.0,19.0,Half2,1,4,4.0,00:19,NYJ 26,10,"(:19) S.Gostkowski 44 yard field goal is GOOD, Center-D.Aiken, Holder-R.Allen.",field_goal,made,44.0,3,2,0.0,,2.0,3.0,23.0,26.0,-3.0,0.030939926292626374,1.0,S.Gostkowski,00-0024333,no_timeout,non_iced,0
2013,reg,5175,2013102007,NYJ,NE,NYJ,home,NE,NE,2013-10-20,312.0,312.0,Overtime,1,5,4.0,05:12,NE 24,11,"(5:12) N.Folk 42 yard field goal is GOOD, Center-T.Purdum, Holder-R.Quigley.",field_goal,made,42.0,2,2,0.0,,2.0,2.0,26.0,26.0,0.0,0.03548185142143618,1.0,N.Folk,00-0025565,no_timeout,non_iced,1
2013,reg,4144,2013102006,MIA,BUF,BUF,away,MIA,MIA,2013-10-20,36.0,36.0,Half2,1,4,4.0,00:36,MIA 13,5,"(:36) (Field Goal formation) D.Carpenter 31 yard field goal is GOOD, Center-G.Sanborn, Holder-B.Moorman.",field_goal,made,31.0,0,2,0.0,,2.0,0.0,19.0,21.0,-2.0,0.005484061344484192,1.0,D.Carpenter,00-0026003,off_timeout,non_iced,0
2013,reg,4268,2013102002,DET,CIN,CIN,away,DET,DET,2013-10-20,4.0,4.0,Half2,1,4,1.0,00:04,DET 36,10,"(:04) M.Nugent 54 yard field goal is GOOD, Center-C.Harris, Holder-K.Huber.",field_goal,made,54.0,1,0,0.0,,0.0,1.0,24.0,24.0,0.0,0.0,1.0,M.Nugent,00-0023482,iced,iced,0
2013,reg,3938,2013102011,PIT,BAL,PIT,home,BAL,BAL,2013-10-20,3.0,3.0,Half2,1,4,2.0,00:03,BAL 24,10,"(:03) (Field Goal formation) S.Suisham 42 yard field goal is GOOD, Center-G.Warren, Holder-Z.Mesko.",field_goal,made,42.0,0,1,0.0,,0.0,1.0,16.0,16.0,0.0,0.0,1.0,S.Suisham,00-0023001,off_timeout,non_iced,0
2013,reg,4047,2013110307,SEA,TB,SEA,home,TB,TB,2013-11-03,496.0,496.0,Overtime,1,5,2.0,08:16,TB 9,9,"(8:16) S.Hauschka 27 yard field goal is GOOD, Center-C.Gresham, Holder-J.Ryan.",field_goal,made,27.0,2,1,0.0,,2.0,1.0,24.0,24.0,0.0,0.005980361163201874,1.0,S.Hauschka,00-0025944,no_timeout,non_iced,1
2013,reg,4013,2013110310,HOU,IND,HOU,home,IND,IND,2013-11-03,5.0,5.0,Half2,0,4,2.0,00:05,IND 37,10,"(:05) R.Bullock 55 yard field goal is No Good, Wide Left, Center-J.Weeks, Holder-S.Lechler.",field_goal,missed,55.0,0,2,0.0,,0.0,2.0,24.0,27.0,-3.0,0.0,1.0,R.Bullock,00-0029421,no_timeout,non_iced,0
2013,reg,4932,2013111001,BAL,CIN,BAL,home,CIN,CIN,2013-11-10,334.0,334.0,Overtime,1,5,4.0,05:34,CIN 28,8,"(5:34) J.Tucker 46 yard field goal is GOOD, Center-M.Cox, Holder-S.Koch.",field_goal,made,46.0,2,0,0.0,,2.0,0.0,17.0,17.0,0.0,0.049318355760166105,1.0,J.Tucker,00-0029597,iced,iced,1
2013,reg,4388,2013111701,CHI,BAL,BAL,away,CHI,CHI,2013-11-17,7.0,7.0,Half2,1,4,4.0,00:07,CHI 3,3,"(:07) (Field Goal formation) J.Tucker 21 yard field goal is GOOD, Center-M.Cox, Holder-S.Koch.",field_goal,made,21.0,2,0,0.0,,0.0,2.0,17.0,19.0,-2.0,0.0008466541125298616,1.0,J.Tucker,00-0029597,iced,iced,0
2013,reg,4843,2013111701,CHI,BAL,CHI,home,BAL,BAL,2013-11-17,526.0,526.0,Overtime,1,5,3.0,08:46,BAL 20,8,"(8:46) (Field Goal formation) R.Gould 38 yard field goal is GOOD, Center-J.Cain, Holder-A.Podlesh.",field_goal,made,38.0,1,2,0.0,,1.0,2.0,19.0,20.0,-1.0,0.02890626560862891,1.0,R.Gould,00-0023252,off_timeout,non_iced,1
2013,reg,4037,2013111710,NO,SF,NO,home,SF,SF,2013-11-17,3.0,3.0,Half2,1,4,1.0,00:03,SF 13,10,"(:03) G.Hartley 31 yard field goal is GOOD, Center-J.Drescher, Holder-L.McCown.",field_goal,made,31.0,0,1,0.0,,0.0,1.0,20.0,20.0,0.0,0.0,1.0,G.Hartley,00-0025824,off_timeout,non_iced,0
2013,reg,3901,2013112403,GB,MIN,GB,home,MIN,MIN,2013-11-24,50.0,50.0,Half2,1,4,4.0,00:50,MIN 9,7,"(:50) M.Crosby 27 yard field goal is GOOD, Center-B.Goode, Holder-T.Masthay.",field_goal,made,27.0,0,1,0.0,,0.0,1.0,20.0,23.0,-3.0,0.003523417066743171,1.0,M.Crosby,00-0025580,iced,iced,0
2013,reg,4399,2013112403,GB,MIN,GB,home,MIN,MIN,2013-11-24,628.0,628.0,Overtime,1,5,4.0,10:28,MIN 2,2,"(10:28) M.Crosby 20 yard field goal is GOOD, Center-B.Goode, Holder-T.Masthay.",field_goal,made,20.0,2,2,0.0,,2.0,2.0,23.0,23.0,0.0,0.0014007028721481753,1.0,M.Crosby,00-0025580,no_timeout,non_iced,1
2013,reg,4729,2013112403,GB,MIN,MIN,away,GB,GB,2013-11-24,234.0,234.0,Overtime,1,5,4.0,03:54,GB 17,14,"(3:54) B.Walsh 35 yard field goal is GOOD, Center-C.Loeffler, Holder-J.Locke.",field_goal,made,35.0,1,2,0.0,,2.0,1.0,23.0,26.0,-3.0,0.012765811811233659,1.0,B.Walsh,00-0029576,no_timeout,non_iced,1
2013,reg,4219,2013112410,NYG,DAL,DAL,away,NYG,NYG,2013-11-24,4.0,4.0,Half2,1,4,3.0,00:04,NYG 16,11,"(:04) D.Bailey 35 yard field goal is GOOD, Center-L.Ladouceur, Holder-C.Jones.",field_goal,made,35.0,0,0,0.0,,0.0,0.0,20.0,21.0,-1.0,0.0,1.0,D.Bailey,00-0028660,off_timeout,non_iced,0
2013,reg,4000,2013120104,MIN,CHI,MIN,home,CHI,CHI,2013-12-01,24.0,24.0,Half2,1,4,4.0,00:24,CHI 12,10,"(:24) B.Walsh 30 yard field goal is GOOD, Center-C.Loeffler, Holder-J.Locke.",field_goal,made,30.0,1,3,0.0,,1.0,3.0,17.0,20.0,-3.0,0.00464156733041694,1.0,B.Walsh,00-0029576,no_timeout,non_iced,0
2013,reg,4140,2013120104,MIN,CHI,CHI,away,MIN,MIN,2013-12-01,2.0,2.0,Half2,0,4,3.0,00:02,MIN 48,8,"(:02) R.Gould 66 yard field goal is No Good, Center-P.Mannelly, Holder-A.Podlesh. C.Patterson at MIN -9 to MIN 22 for 31 yards (J.Bushrod).",field_goal,missed,66.0,0,1,0.0,,1.0,0.0,20.0,20.0,0.0,0.0,1.0,R.Gould,00-0023252,off_timeout,non_iced,0
2013,reg,4638,2013120104,MIN,CHI,MIN,home,CHI,CHI,2013-12-01,443.0,443.0,Overtime,0,5,4.0,07:23,CHI 39,28,"(7:23) B.Walsh 57 yard field goal is No Good, Wide Left, Center-C.Loeffler, Holder-J.Locke.",field_goal,missed,57.0,2,1,0.0,,2.0,1.0,20.0,20.0,0.0,0.13592014602055022,1.0,B.Walsh,00-0029576,no_timeout,non_iced,1
2013,reg,4825,2013120104,MIN,CHI,CHI,away,MIN,MIN,2013-12-01,252.0,252.0,Overtime,0,5,2.0,04:12,MIN 29,7,"(4:12) R.Gould 47 yard field goal is No Good, Wide Right, Center-P.Mannelly, Holder-A.Podlesh.",field_goal,missed,47.0,1,0,0.0,,0.0,1.0,20.0,20.0,0.0,0.048091646265433004,1.0,R.Gould,00-0023252,iced,iced,1
2013,reg,4997,2013120104,MIN,CHI,MIN,home,CHI,CHI,2013-12-01,107.0,107.0,Overtime,1,5,1.0,01:47,CHI 16,10,"(1:47) B.Walsh 34 yard field goal is GOOD, Center-C.Loeffler, Holder-J.Locke.",field_goal,made,34.0,1,0,0.0,,1.0,0.0,20.0,20.0,0.0,0.010823014219247595,1.0,B.Walsh,00-0029576,no_timeout,non_iced,1
2013,reg,5149,2013120107,BUF,ATL,ATL,away,BUF,BUF,2013-12-01,724.0,724.0,Overtime,1,5,3.0,12:04,BUF 17,4,"(12:04) M.Bryant 36 yard field goal is GOOD, Center-J.Harris, Holder-M.Bosher.",field_goal,made,36.0,1,2,0.0,,2.0,1.0,31.0,31.0,0.0,0.02012011258354442,1.0,M.Bryant,00-0020578,iced,iced,1
2013,reg,4859,2013120802,NE,CLE,CLE,away,NE,NE,2013-12-08,1.0,1.0,Half2,0,4,2.0,00:01,NE 40,10,"(:01) B.Cundiff 58 yard field goal is No Good, Short, Center-C.Yount, Holder-S.Lanning.",field_goal,missed,58.0,0,0,0.0,,0.0,0.0,26.0,27.0,-1.0,0.0,1.0,B.Cundiff,00-0020972,no_timeout,non_iced,0
2013,reg,3848,2013120812,SF,SEA,SF,home,SEA,SEA,2013-12-08,31.0,31.0,Half2,1,4,4.0,00:31,SEA 4,4,"(:31) P.Dawson 22 yard field goal is GOOD, Center-K.McDermott, Holder-A.Lee.",field_goal,made,22.0,0,0,0.0,,0.0,0.0,16.0,17.0,-1.0,0.001227689415857682,1.0,P.Dawson,00-0004091,off_timeout,non_iced,0
2013,reg,4705,2013121509,TEN,ARI,ARI,away,TEN,TEN,2013-12-15,622.0,622.0,Overtime,1,5,3.0,10:22,TEN 23,12,"(10:22) (Field Goal formation) J.Feely 41 yard field goal is GOOD, Center-M.Leach, Holder-D.Zastudil.",field_goal,made,41.0,1,2,0.0,,2.0,1.0,33.0,34.0,-1.0,0.042310331982406066,1.0,J.Feely,00-0019770,iced,iced,1
2013,reg,3924,2013121600,DET,BAL,BAL,away,DET,DET,2013-12-16,43.0,43.0,Half2,1,4,4.0,00:43,DET 43,8,"(:43) J.Tucker 61 yard field goal is GOOD, Center-M.Cox, Holder-S.Koch.",field_goal,made,61.0,3,0,0.0,,0.0,3.0,15.0,16.0,-1.0,0.15805031844454653,1.0,J.Tucker,00-0029597,off_timeout,non_iced,0
2013,reg,4713,2013122210,DET,NYG,NYG,away,DET,DET,2013-12-22,457.0,457.0,Overtime,1,5,4.0,07:37,DET 27,10,"(7:37) J.Brown 45 yard field goal is GOOD, Center-Z.DeOssie, Holder-S.Weatherford.",field_goal,made,45.0,0,2,0.0,,2.0,0.0,19.0,20.0,-1.0,0.05146441207482118,1.0,J.Brown,00-0021940,iced,iced,1
2013,reg,4253,2013122912,ARI,SF,ARI,home,SF,SF,2013-12-29,34.0,34.0,Half2,1,4,4.0,00:34,SF 25,3,"(:34) J.Feely 43 yard field goal is GOOD, Center-M.Leach, Holder-D.Zastudil.",field_goal,made,43.0,1,2,0.0,,1.0,2.0,17.0,20.0,-3.0,0.029675647160897912,1.0,J.Feely,00-0019770,no_timeout,non_iced,0
2013,reg,4436,2013122912,ARI,SF,SF,away,ARI,ARI,2013-12-29,2.0,2.0,Half2,1,4,1.0,00:02,ARI 22,10,"(:02) P.Dawson 40 yard field goal is GOOD, Center-K.McDermott, Holder-A.Lee.",field_goal,made,40.0,1,0,0.0,,0.0,1.0,20.0,20.0,0.0,0.0,1.0,P.Dawson,00-0004091,off_timeout,non_iced,0
2013,reg,3581,2013122914,SD,KC,KC,away,SD,SD,2013-12-29,8.0,8.0,Half2,0,4,4.0,00:08,SD 23,12,"(:08) R.Succop 41 yard field goal is No Good, Wide Right, Center-T.Gafford, Holder-D.Colquitt.",field_goal,missed,41.0,0,1,0.0,,1.0,0.0,24.0,24.0,0.0,0.023162813041443152,1.0,R.Succop,00-0026968,off_timeout,non_iced,0
2013,reg,4047,2013122914,SD,KC,SD,home,KC,KC,2013-12-29,335.0,335.0,Overtime,1,5,4.0,05:35,KC 18,5,"(5:35) N.Novak 36 yard field goal is GOOD, Center-M.Windt, Holder-M.Scifres.",field_goal,made,36.0,2,2,0.0,,2.0,2.0,24.0,24.0,0.0,0.017660137023266388,1.0,N.Novak,00-0023096,no_timeout,non_iced,1
2014,reg,4293,2014090700,ATL,NO,ATL,home,NO,NO,2014-09-07,4.0,4.0,Half2,1,4,4.0,00:04,NO 33,9,"(:04) M.Bryant 51 yard field goal is GOOD, Center-J.Harris, Holder-M.Bosher.",field_goal,made,51.0,0,2,0.0,,0.0,2.0,31.0,34.0,-3.0,0.0,1.0,M.Bryant,00-0020578,no_timeout,non_iced,0
2014,reg,4470,2014090700,ATL,NO,ATL,home,NO,NO,2014-09-07,802.0,802.0,Overtime,1,5,4.0,13:22,NO 34,6,"(13:22) M.Bryant 52 yard field goal is GOOD, Center-J.Harris, Holder-M.Bosher.",field_goal,made,52.0,2,2,0.0,,2.0,2.0,34.0,34.0,0.0,0.10092226329932516,1.0,M.Bryant,00-0020578,no_timeout,non_iced,1
2014,reg,4448,2014090708,PIT,CLE,PIT,home,CLE,CLE,2014-09-07,5.0,5.0,Half2,1,4,2.0,00:05,CLE 24,10,"(:05) (Field Goal formation) S.Suisham 41 yard field goal is GOOD, Center-G.Warren, Holder-B.Wing.",field_goal,made,41.0,0,1,0.0,,0.0,1.0,27.0,27.0,0.0,0.0,1.0,S.Suisham,00-0023001,iced,iced,0
2014,reg,3977,2014090702,CHI,BUF,CHI,home,BUF,BUF,2014-09-07,35.0,35.0,Half2,1,4,4.0,00:35,BUF 19,1,"(:35) (Field Goal formation) R.Gould 37 yard field goal is GOOD, Center-J.Cain, Holder-P.O'Donnell.",field_goal,made,37.0,1,2,0.0,,1.0,2.0,17.0,20.0,-3.0,0.01501649898200871,1.0,R.Gould,00-0023252,no_timeout,non_iced,0
2014,reg,4352,2014090702,CHI,BUF,BUF,away,CHI,CHI,2014-09-07,591.0,591.0,Overtime,1,5,2.0,09:51,CHI 9,9,"(9:51) (Field Goal formation) D.Carpenter 27 yard field goal is GOOD, Center-G.Sanborn, Holder-C.Schmidt.",field_goal,made,27.0,2,1,0.0,,1.0,2.0,20.0,20.0,0.0,0.006448660081682185,1.0,D.Carpenter,00-0026003,no_timeout,non_iced,1
2014,reg,4328,2014091403,CLE,NO,CLE,home,NO,NO,2014-09-14,6.0,6.0,Half2,1,4,1.0,00:06,NO 11,10,"(:06) (Field Goal formation) B.Cundiff 29 yard field goal is GOOD, Center-C.Yount, Holder-S.Lanning.",field_goal,made,29.0,0,1,0.0,,0.0,1.0,23.0,24.0,-1.0,0.003902718435812742,1.0,B.Cundiff,00-0020972,off_timeout,non_iced,0
2014,reg,3526,2014091409,TB,STL,STL,away,TB,TB,2014-09-14,42.0,42.0,Half2,1,4,4.0,00:42,TB 20,5,"(:42) (Field Goal formation) G.Zuerlein 38 yard field goal is GOOD, Center-J.McQuaide, Holder-J.Hekker.",field_goal,made,38.0,0,2,0.0,,2.0,0.0,16.0,17.0,-1.0,0.017826909791058082,1.0,G.Zuerlein,00-0029621,off_timeout,non_iced,0
2014,reg,4360,2014091500,IND,PHI,PHI,away,IND,IND,2014-09-15,3.0,3.0,Half2,1,4,2.0,00:03,IND 18,9,"(:03) C.Parkey 36 yard field goal is GOOD, Center-J.Dorenbos, Holder-D.Jones.",field_goal,made,36.0,0,1,0.0,,1.0,0.0,27.0,27.0,0.0,0.0,1.0,C.Parkey,00-0030850,iced,iced,0
2014,reg,4003,2014092102,CLE,BAL,BAL,away,CLE,CLE,2014-09-21,4.0,4.0,Half2,1,4,4.0,00:04,CLE 13,10,"(:04) (Field Goal formation) J.Tucker 32 yard field goal is GOOD, Center-M.Cox, Holder-S.Koch.",field_goal,made,32.0,0,0,0.0,,0.0,0.0,20.0,21.0,-1.0,0.0,1.0,J.Tucker,00-0029597,no_timeout,non_iced,0
2014,reg,4338,2014100501,DAL,HOU,DAL,home,HOU,HOU,2014-10-05,517.0,517.0,Overtime,1,5,3.0,08:37,HOU 31,10,"(8:37) (Field Goal formation) D.Bailey 49 yard field goal is GOOD, Center-L.Ladouceur, Holder-C.Jones.",field_goal,made,49.0,1,2,0.0,,1.0,2.0,17.0,17.0,0.0,0.07247215439129642,1.0,D.Bailey,00-0028660,no_timeout,non_iced,1
2014,reg,4382,2014100502,DET,BUF,DET,home,BUF,BUF,2014-10-05,26.0,26.0,Half2,0,4,4.0,00:26,BUF 32,8,"(:26) A.Henery 50 yard field goal is No Good, Wide Left, Center-D.Muhlbach, Holder-S.Martin.",field_goal,missed,50.0,1,1,0.0,,1.0,1.0,13.0,14.0,-1.0,0.052505430240046086,1.0,A.Henery,00-0028058,iced,iced,0
2014,reg,4334,2014101202,CIN,CAR,CAR,away,CIN,CIN,2014-10-12,5.0,5.0,Half2,1,4,2.0,00:05,CIN 26,10,"(:05) G.Gano 44 yard field goal is GOOD, Center-J.Jansen, Holder-B.Nortman.",field_goal,made,44.0,0,0,0.0,,0.0,0.0,31.0,34.0,-3.0,0.0,1.0,G.Gano,00-0026858,iced,iced,0
2014,reg,4698,2014101202,CIN,CAR,CIN,home,CAR,CAR,2014-10-12,520.0,520.0,Overtime,1,5,4.0,08:40,CAR 24,10,"(8:40) M.Nugent 42 yard field goal is GOOD, Center-C.Harris, Holder-K.Huber.",field_goal,made,42.0,1,1,0.0,,1.0,1.0,34.0,34.0,0.0,0.04329332482520372,1.0,M.Nugent,00-0023482,no_timeout,non_iced,1
