season,playoff,play_id,game_id,home_team,away_team,posteam,posteam_type,defteam,side_of_field,game_date,quarter_seconds_remaining,game_seconds_remaining,game_half,sp,qtr,down,time,yrdln,ydstogo,desc,play_type,field_goal_result,kick_distance,home_timeouts_remaining,away_timeouts_remaining,timeout,timeout_team,posteam_timeouts_remaining,defteam_timeouts_remaining,posteam_score,defteam_score,score_differential,opp_fg_prob,field_goal_attempt,kicker_player_name,kicker_player_id,type,iced,overtime
2010,reg,4417,2010122608,JAC,WAS,WAS,away,JAC,JAC,2010-12-26,738.0,738.0,Overtime,1,5,3.0,12:18,JAC 13,9,"(12:18) G.Gano 31 yard field goal is GOOD, Center-N.Sundberg, Holder-S.Paulescu.",field_goal,made,31.0,2,2,0.0,,2.0,2.0,17.0,17.0,0.0,0.010846610402562205,1.0,G.Gano,00-0026858,no_timeout,non_iced,1
2010,reg,4193,2011010205,IND,TEN,IND,home,TEN,TEN,2011-01-02,3.0,3.0,Half2,1,4,1.0,00:03,TEN 25,10,"(:03) A.Vinatieri 43 yard field goal is GOOD, Center-J.Snow, Holder-P.McAfee.",field_goal,made,43.0,0,3,0.0,,0.0,3.0,20.0,20.0,0.0,0.0,1.0,A.Vinatieri,00-0016919,off_timeout,non_iced,0
2011,reg,3958,2011091112,NYJ,DAL,NYJ,home,DAL,DAL,2011-09-11,32.0,32.0,Half2,1,4,4.0,00:32,DAL 32,8,"(:32) N.Folk 50 yard field goal is GOOD, Center-T.Purdum, Holder-M.Brunell.",field_goal,made,50.0,2,1,0.0,,2.0,1.0,23.0,24.0,-1.0,0.05329572781433552,1.0,N.Folk,00-0025565,no_timeout,non_iced,0
2011,reg,4002,2011091810,SF,DAL,DAL,away,SF,SF,2011-09-18,4.0,4.0,Half2,1,4,4.0,00:04,SF 30,4,"(:04) D.Bailey 48 yard field goal is GOOD, Center-L.Ladouceur, Holder-M.McBriar.",field_goal,made,48.0,2,0,0.0,,0.0,2.0,21.0,24.0,-3.0,0.0,1.0,D.Bailey,00-0028660,off_timeout,non_iced,0
2011,reg,4308,2011091810,SF,DAL,DAL,away,SF,SF,2011-09-18,730.0,730.0,Overtime,1,5,1.0,12:10,SF 1,1,"(12:10) D.Bailey 19 yard field goal is GOOD, Center-L.Ladouceur, Holder-M.McBriar.",field_goal,made,19.0,0,1,0.0,,1.0,0.0,24.0,24.0,0.0,0.0010796038294127329,1.0,D.Bailey,00-0028660,iced,iced,1
2011,reg,4788,2011092506,MIN,DET,DET,away,MIN,MIN,2011-09-25,787.0,787.0,Overtime,1,5,1.0,13:07,MIN 14,10,"(13:07) J.Hanson 32 yard field goal is GOOD, Center-D.Muhlbach, Holder-R.Donahue.",field_goal,made,32.0,2,2,0.0,,2.0,2.0,23.0,23.0,0.0,0.012642201617092964,1.0,J.Hanson,00-0006800,no_timeout,non_iced,1
2011,reg,4878,2011092502,BUF,NE,BUF,home,NE,NE,2011-09-25,3.0,3.0,Half2,1,4,3.0,00:03,NE 10,10,"(:03) R.Lindell 28 yard field goal is GOOD, Center-G.Sanborn, Holder-B.Moorman.",field_goal,made,28.0,1,0,0.0,,1.0,0.0,30.0,31.0,-1.0,0.0,1.0,R.Lindell,00-0019310,off_timeout,non_iced,0
2011,reg,4011,2011092514,IND,PIT,PIT,away,IND,IND,2011-09-25,8.0,8.0,Half2,1,4,2.0,00:08,IND 20,12,"(:08) (Field Goal formation) S.Suisham 38 yard field goal is GOOD, Center-G.Warren, Holder-D.Sepulveda. Penalty on IND-J.Lacey, Running Into the Kicker, declined.",field_goal,made,38.0,1,0,0.0,,0.0,1.0,19.0,19.0,0.0,0.0162070245943576,1.0,S.Suisham,00-0023001,off_timeout,non_iced,0
2011,reg,4222,2011100210,SEA,ATL,SEA,home,ATL,ATL,2011-10-02,13.0,13.0,Half2,0,4,4.0,00:13,ATL 43,8,"(:13) S.Hauschka 61 yard field goal is No Good, Short, Center-C.Gresham, Holder-J.Ryan.",field_goal,missed,61.0,1,1,0.0,,1.0,1.0,28.0,30.0,-2.0,0.1480801638903642,1.0,S.Hauschka,00-0025944,iced,iced,0
2011,reg,4672,2011102300,MIA,DEN,DEN,away,MIA,MIA,2011-10-23,449.0,449.0,Overtime,1,5,4.0,07:29,MIA 34,8,"(7:29) (Field Goal formation) M.Prater 52 yard field goal is GOOD, Center-L.Paxton, Holder-B.Colquitt.",field_goal,made,52.0,1,2,0.0,,2.0,1.0,15.0,15.0,0.0,0.08763545693422382,1.0,M.Prater,00-0023853,iced,iced,1
2011,reg,3913,2011103003,CAR,MIN,CAR,home,MIN,MIN,2011-10-30,29.0,29.0,Half2,0,4,4.0,00:29,MIN 13,2,"(:29) O.Mare 31 yard field goal is No Good, Wide Left, Center-J.Jansen, Holder-J.Baker.",field_goal,missed,31.0,2,0,0.0,,2.0,0.0,21.0,24.0,-3.0,0.005373055163922854,1.0,O.Mare,00-0010373,iced,iced,0
2011,reg,4771,2011103100,KC,SD,KC,home,SD,SD,2011-10-31,319.0,319.0,Overtime,1,5,3.0,05:19,SD 12,7,"(5:19) R.Succop 30 yard field goal is GOOD, Center-T.Gafford, Holder-D.Colquitt.",field_goal,made,30.0,1,0,0.0,,1.0,0.0,20.0,20.0,0.0,0.006754065367690921,1.0,R.Succop,00-0026968,iced,iced,1
2011,reg,4406,2011110611,ARI,STL,STL,away,ARI,ARI,2011-11-06,4.0,4.0,Half2,0,4,2.0,00:04,ARI 24,2,"(:04) Josh.Brown 42 yard field goal is BLOCKED (C.Campbell), Center-J.McQuaide, Holder-D.Jones, downed by STL at ARI 32.",field_goal,missed,42.0,0,0,0.0,,0.0,0.0,13.0,13.0,0.0,0.0,1.0,Josh.Brown,00-0021940,off_timeout,non_iced,0
2011,reg,4293,2011111308,ATL,NO,ATL,home,NO,NO,2011-11-13,4.0,4.0,Half2,1,4,4.0,00:04,NO 9,9,"(:04) M.Bryant 27 yard field goal is GOOD, Center-J.Zelenka, Holder-M.Bosher.",field_goal,made,27.0,0,0,0.0,,0.0,0.0,20.0,23.0,-3.0,0.0,1.0,M.Bryant,00-0020578,no_timeout,non_iced,0
2011,reg,4769,2011111308,ATL,NO,NO,away,ATL,ATL,2011-11-13,509.0,509.0,Overtime,1,5,2.0,08:29,ATL 8,4,"(8:29) J.Kasay 26 yard field goal is GOOD, Center-J.Drescher, Holder-C.Daniel.",field_goal,made,26.0,1,1,0.0,,1.0,1.0,23.0,23.0,0.0,0.005322867076775344,1.0,J.Kasay,00-0009028,no_timeout,non_iced,1
2011,reg,4592,2011112005,WAS,DAL,WAS,home,DAL,DAL,2011-11-20,567.0,567.0,Overtime,0,5,4.0,09:27,DAL 34,8,"(9:27) G.Gano 52 yard field goal is No Good, Wide Right, Center-N.Sundberg, Holder-S.Rocca. WAS-T.Williams was injured during the play.",field_goal,missed,52.0,1,1,0.0,,1.0,1.0,24.0,24.0,0.0,0.09382518381577816,1.0,G.Gano,00-0026858,iced,iced,1
2011,reg,4824,2011112005,WAS,DAL,DAL,away,WAS,WAS,2011-11-20,347.0,347.0,Overtime,1,5,3.0,05:47,WAS 21,8,"(5:47) D.Bailey 39 yard field goal is GOOD, Center-L.Ladouceur, Holder-T.Romo.",field_goal,made,39.0,0,0,0.0,,0.0,0.0,24.0,24.0,0.0,0.027684721391619014,1.0,D.Bailey,00-0028660,iced,iced,1
2011,reg,4256,2011112401,DAL,MIA,DAL,home,MIA,MIA,2011-11-24,3.0,3.0,Half2,1,4,4.0,00:03,MIA 10,3,"(:03) (Field Goal formation) D.Bailey 28 yard field goal is GOOD, Center-L.Ladouceur, Holder-T.Romo.",field_goal,made,28.0,0,0,0.0,,0.0,0.0,17.0,19.0,-2.0,0.0,1.0,D.Bailey,00-0028660,off_timeout,non_iced,0
2011,reg,3997,2011112701,CIN,CLE,CIN,home,CLE,CLE,2011-11-27,41.0,41.0,Half2,1,4,4.0,00:41,CLE 8,8,"(:41) M.Nugent 26 yard field goal is GOOD, Center-C.Harris, Holder-K.Huber.",field_goal,made,26.0,2,0,0.0,,2.0,0.0,20.0,20.0,0.0,0.002994986602460525,1.0,M.Nugent,00-0023482,iced,iced,0
2011,reg,4371,2011112710,SD,DEN,SD,home,DEN,DEN,2011-11-27,156.0,156.0,Overtime,0,5,4.0,02:36,DEN 35,10,"(2:36) N.Novak 53 yard field goal is No Good, Wide Right, Center-M.Windt, Holder-M.Scifres.",field_goal,missed,53.0,2,0,0.0,,2.0,0.0,13.0,13.0,0.0,0.06861062776435944,1.0,N.Novak,00-0023096,iced,iced,1
2011,reg,4542,2011112710,SD,DEN,DEN,away,SD,SD,2011-11-27,33.0,33.0,Overtime,1,5,2.0,00:33,SD 19,12,"(:33) M.Prater 37 yard field goal is GOOD, Center-L.Paxton, Holder-B.Colquitt.",field_goal,made,37.0,1,0,0.0,,0.0,1.0,13.0,13.0,0.0,0.014932826021828704,1.0,M.Prater,00-0023853,iced,iced,1
2011,reg,4684,2011120409,MIN,DEN,DEN,away,MIN,MIN,2011-12-04,2.0,2.0,Half2,1,4,4.0,00:02,MIN 5,5,"(:02) M.Prater 23 yard field goal is GOOD, Center-L.Paxton, Holder-B.Colquitt.",field_goal,made,23.0,0,1,0.0,,1.0,0.0,31.0,32.0,-1.0,0.0,1.0,M.Prater,00-0023853,off_timeout,non_iced,0
2011,reg,4067,2011120411,ARI,DAL,DAL,away,ARI,ARI,2011-12-04,7.0,7.0,Half2,0,4,2.0,00:07,ARI 31,10,"(:07) D.Bailey 49 yard field goal is No Good, Short, Center-L.Ladouceur, Holder-M.McBriar.",field_goal,missed,49.0,3,1,0.0,,1.0,3.0,13.0,13.0,0.0,0.045818894386014525,1.0,D.Bailey,00-0028660,off_timeout,non_iced,0
2011,reg,4328,2011120410,NYG,GB,GB,away,NYG,NYG,2011-12-04,3.0,3.0,Half2,1,4,1.0,00:03,NYG 12,10,"(:03) M.Crosby 31 yard field goal is GOOD, Center-B.Goode, Holder-T.Masthay.",field_goal,made,31.0,1,0,0.0,,0.0,1.0,34.0,35.0,-1.0,0.0,1.0,M.Crosby,00-0025580,off_timeout,non_iced,0
2011,reg,4063,2011121111,DEN,CHI,DEN,home,CHI,CHI,2011-12-11,8.0,8.0,Half2,1,4,4.0,00:08,CHI 41,10,"(:08) M.Prater 59 yard field goal is GOOD, Center-L.Paxton, Holder-B.Colquitt.",field_goal,made,59.0,0,1,0.0,,0.0,1.0,7.0,10.0,-3.0,0.12115962784807907,1.0,M.Prater,00-0023853,no_timeout,non_iced,0
2011,reg,4528,2011121111,DEN,CHI,DEN,home,CHI,CHI,2011-12-11,520.0,520.0,Overtime,1,5,4.0,08:40,CHI 33,3,"(8:40) M.Prater 51 yard field goal is GOOD, Center-L.Paxton, Holder-B.Colquitt.",field_goal,made,51.0,1,0,0.0,,1.0,0.0,10.0,10.0,0.0,0.08470967782041211,1.0,M.Prater,00-0023853,iced,iced,1
2011,reg,4625,2011121113,DAL,NYG,DAL,home,NYG,NYG,2011-12-11,6.0,6.0,Half2,0,4,2.0,00:06,NYG 29,10,"(:06) D.Bailey 47 yard field goal is BLOCKED (J.Pierre-Paul), Center-L.Ladouceur, Holder-M.McBriar.",field_goal,missed,47.0,1,0,0.0,,1.0,0.0,34.0,37.0,-3.0,0.03838214412950822,1.0,D.Bailey,00-0028660,iced,iced,0
2011,reg,4852,2011121808,OAK,DET,OAK,home,DET,DET,2011-12-18,4.0,4.0,Half2,0,4,4.0,00:04,DET 47,7,"(:04) (Shotgun) S.Janikowski 65 yard field goal is BLOCKED (N.Suh), Center-J.Condo, Holder-S.Lechler.",field_goal,missed,65.0,0,1,0.0,,0.0,1.0,26.0,28.0,-2.0,0.0,1.0,S.Janikowski,00-0019646,no_timeout,non_iced,0
2011,reg,4574,2011121810,ARI,CLE,ARI,home,CLE,CLE,2011-12-18,661.0,661.0,Overtime,1,5,1.0,11:01,CLE 4,4,"(11:01) (Field Goal formation) J.Feely 22 yard field goal is GOOD, Center-M.Leach, Holder-D.Zastudil.",field_goal,made,22.0,1,2,0.0,,1.0,2.0,17.0,17.0,0.0,0.002591770246482405,1.0,J.Feely,00-0019770,off_timeout,non_iced,1
2011,reg,4119,2011122404,KC,OAK,KC,home,OAK,OAK,2011-12-24,5.0,5.0,Half2,0,4,1.0,00:05,OAK 31,10,"(:05) R.Succop 49 yard field goal is BLOCKED (T.Scott), Center-T.Gafford, Holder-D.Colquitt, recovered by KC-A.Becht at OAK 34.",field_goal,missed,49.0,1,1,0.0,,1.0,1.0,13.0,13.0,0.0,0.0,1.0,R.Succop,00-0026968,no_timeout,non_iced,0
2011,reg,4275,2011122404,KC,OAK,OAK,away,KC,KC,2011-12-24,770.0,770.0,Overtime,1,5,3.0,12:50,KC 18,5,"(12:50) S.Janikowski 36 yard field goal is GOOD, Center-J.Condo, Holder-S.Lechler.",field_goal,made,36.0,1,2,0.0,,2.0,1.0,13.0,13.0,0.0,0.024113036256308437,1.0,S.Janikowski,00-0019646,iced,iced,1
2011,reg,4998,2012010115,ARI,SEA,ARI,home,SEA,SEA,2012-01-01,373.0,373.0,Overtime,1,5,2.0,06:13,SEA 10,10,"(6:13) J.Feely 28 yard field goal is GOOD, Center-M.Leach, Holder-D.Zastudil.",field_goal,made,28.0,2,2,0.0,,2.0,2.0,20.0,20.0,0.0,0.005836691592799867,1.0,J.Feely,00-0019770,no_timeout,non_iced,1
2012,reg,3966,2012090901,MIN,JAC,MIN,home,JAC,JAC,2012-09-09,4.0,4.0,Half2,1,4,2.0,00:04,JAC 37,4,"(:04) B.Walsh 55 yard field goal is GOOD, Center-C.Loeffler, Holder-C.Kluwe.",field_goal,made,55.0,3,0,0.0,,3.0,0.0,20.0,23.0,-3.0,0.0,1.0,B.Walsh,00-0029576,no_timeout,non_iced,0
2012,reg,4189,2012090901,MIN,JAC,MIN,home,JAC,JAC,2012-09-09,671.0,671.0,Overtime,1,5,4.0,11:11,JAC 20,5,"(11:11) B.Walsh 38 yard field goal is GOOD, Center-C.Loeffler, Holder-C.Kluwe.",field_goal,made,38.0,2,2,0.0,,2.0,2.0,23.0,23.0,0.0,0.031328936390008784,1.0,B.Walsh,00-0029576,no_timeout,non_iced,1
2012,reg,4435,2012091602,NE,ARI,NE,home,ARI,ARI,2012-09-16,5.0,5.0,Half2,0,4,3.0,00:05,ARI 24,16,"(:05) S.Gostkowski 42 yard field goal is No Good, Wide Left, Center-D.Aiken, Holder-Z.Mesko.",field_goal,missed,42.0,0,0,0.0,,0.0,0.0,18.0,20.0,-2.0,0.0,1.0,S.Gostkowski,00-0024333,no_timeout,non_iced,0
2012,reg,4216,2012091603,IND,MIN,IND,home,MIN,MIN,2012-09-16,12.0,12.0,Half2,1,4,2.0,00:12,MIN 35,5,"(:12) A.Vinatieri 53 yard field goal is GOOD, Center-M.Overton, Holder-P.McAfee.",field_goal,made,53.0,0,0,0.0,,0.0,0.0,20.0,20.0,0.0,0.06633368247775484,1.0,A.Vinatieri,00-0016919,no_timeout,non_iced,0
2012,reg,4516,2012092306,MIA,NYJ,MIA,home,NYJ,NYJ,2012-09-23,21.0,21.0,Half2,1,4,4.0,00:21,NYJ 23,10,"(:21) (Field Goal formation) D.Carpenter 41 yard field goal is GOOD, Center-J.Denney, Holder-B.Fields.",field_goal,made,41.0,3,1,0.0,,3.0,1.0,17.0,19.0,-2.0,0.02401207888942715,1.0,D.Carpenter,00-0026003,no_timeout,non_iced,0
2012,reg,5272,2012092306,MIA,NYJ,NYJ,away,MIA,MIA,2012-09-23,364.0,364.0,Overtime,1,5,3.0,06:04,MIA 15,7,"(6:04) (Field Goal formation) N.Folk 33 yard field goal is GOOD, Center-T.Purdum, Holder-R.Malone.",field_goal,made,33.0,0,0,0.0,,0.0,0.0,19.0,20.0,-1.0,0.01098223246120458,1.0,N.Folk,00-0025565,iced,iced,1
2012,reg,4349,2012092305,NO,KC,KC,away,NO,NO,2012-09-23,8.0,8.0,Half2,1,4,3.0,00:08,NO 25,7,"(:08) R.Succop 43 yard field goal is GOOD, Center-T.Gafford, Holder-D.Colquitt.",field_goal,made,43.0,2,0,0.0,,0.0,2.0,21.0,24.0,-3.0,0.02766386817063434,1.0,R.Succop,00-0026968,off_timeout,non_iced,0
2012,reg,5042,2012092305,NO,KC,KC,away,NO,NO,2012-09-23,392.0,392.0,Overtime,1,5,3.0,06:32,NO 13,6,"(6:32) R.Succop 31 yard field goal is GOOD, Center-T.Gafford, Holder-D.Colquitt.",field_goal,made,31.0,2,1,0.0,,1.0,2.0,24.0,24.0,0.0,0.00844119658252823,1.0,R.Succop,00-0026968,off_timeout,non_iced,1
2012,reg,4849,2012092303,TEN,DET,TEN,home,DET,DET,2012-09-23,641.0,641.0,Overtime,1,5,4.0,10:41,DET 8,2,"(10:41) (Field Goal formation) R.Bironas 26 yard field goal is GOOD, Center-B.Brinkley, Holder-B.Kern.",field_goal,made,26.0,0,2,0.0,,0.0,2.0,39.0,41.0,-2.0,0.005857824178756463,1.0,R.Bironas,00-0020962,off_timeout,non_iced,1
2012,reg,4264,2012092312,OAK,PIT,OAK,home,PIT,PIT,2012-09-23,3.0,3.0,Half2,1,4,3.0,00:03,PIT 26,10,"(:03) S.Janikowski 43 yard field goal is GOOD, Center-J.Condo, Holder-S.Lechler.",field_goal,made,43.0,1,1,0.0,,1.0,1.0,31.0,31.0,0.0,0.0,1.0,S.Janikowski,00-0019646,off_timeout,non_iced,0
2012,reg,4102,2012093004,ATL,CAR,ATL,home,CAR,CAR,2012-09-30,10.0,10.0,Half2,1,4,1.0,00:10,CAR 22,10,"(:10) M.Bryant 40 yard field goal is GOOD, Center-J.Harris, Holder-M.Bosher.",field_goal,made,40.0,0,0,0.0,,0.0,0.0,27.0,28.0,-1.0,0.02100527072286677,1.0,M.Bryant,00-0020578,iced,iced,0
2012,reg,4897,2012093007,ARI,MIA,ARI,home,MIA,MIA,2012-09-30,514.0,514.0,Overtime,1,5,4.0,08:34,MIA 28,3,"(8:34) J.Feely 46 yard field goal is GOOD, Center-M.Leach, Holder-D.Zastudil.",field_goal,made,46.0,2,1,0.0,,2.0,1.0,21.0,21.0,0.0,0.057647992201169236,1.0,J.Feely,00-0019770,iced,iced,1
2012,reg,4199,2012093011,TB,WAS,WAS,away,TB,TB,2012-09-30,7.0,7.0,Half2,1,4,3.0,00:07,TB 24,8,"(:07) (Field Goal formation) B.Cundiff 41 yard field goal is GOOD, Center-J.Snow, Holder-S.Rocca.",field_goal,made,41.0,0,0,0.0,,0.0,0.0,21.0,22.0,-1.0,0.02533131635248349,1.0,B.Cundiff,00-0020972,off_timeout,non_iced,0
2012,reg,4123,2012093012,PHI,NYG,NYG,away,PHI,PHI,2012-09-30,10.0,10.0,Half2,0,4,3.0,00:10,PHI 36,19,"(:10) L.Tynes 54 yard field goal is No Good, Short, Center-Z.DeOssie, Holder-S.Weatherford.",field_goal,missed,54.0,1,0,0.0,,0.0,1.0,17.0,19.0,-2.0,0.07257639355194559,1.0,L.Tynes,00-0019778,iced,iced,0
2012,reg,4153,2012100701,PIT,PHI,PIT,home,PHI,PHI,2012-10-07,3.0,3.0,Half2,1,4,4.0,00:03,PHI 16,6,"(:03) (Field Goal formation) S.Suisham 34 yard field goal is GOOD, Center-G.Warren, Holder-D.Butler.",field_goal,made,34.0,0,0,0.0,,0.0,0.0,13.0,14.0,-1.0,0.0,1.0,S.Suisham,00-0023001,off_timeout,non_iced,0
2012,reg,5042,2012100702,IND,GB,GB,away,IND,IND,2012-10-07,8.0,8.0,Half2,0,4,2.0,00:08,IND 33,10,"(:08) M.Crosby 51 yard field goal is No Good, Wide Right, Center-B.Goode, Holder-T.Masthay.",field_goal,missed,51.0,0,0,0.0,,0.0,0.0,27.0,30.0,-3.0,0.05480035807061538,1.0,M.Crosby,00-0025580,off_timeout,non_iced,0
2012,reg,4087,2012101100,TEN,PIT,PIT,away,TEN,TEN,2012-10-11,54.0,54.0,Half2,0,4,4.0,00:54,TEN 36,7,"(:54) (Field Goal formation) S.Suisham 54 yard field goal is No Good, Short, Center-G.Warren, Holder-D.Butler.",field_goal,missed,54.0,2,2,0.0,,2.0,2.0,23.0,23.0,0.0,0.08053752536203894,1.0,S.Suisham,00-0023001,off_timeout,non_iced,0
2012,reg,4841,2012101404,PHI,DET,DET,away,PHI,PHI,2012-10-14,5.0,5.0,Half2,1,4,3.0,00:05,PHI 1,1,"(:05) J.Hanson 19 yard field goal is GOOD, Center-D.Muhlbach, Holder-N.Harris.",field_goal,made,19.0,3,0,0.0,,0.0,3.0,20.0,23.0,-3.0,0.0,1.0,J.Hanson,00-0006800,no_timeout,non_iced,0
2012,reg,5167,2012101404,PHI,DET,DET,away,PHI,PHI,2012-10-14,665.0,665.0,Overtime,1,5,4.0,11:05,PHI 27,3,"(11:05) J.Hanson 45 yard field goal is GOOD, Center-D.Muhlbach, Holder-N.Harris.",field_goal,made,45.0,2,1,0.0,,1.0,2.0,23.0,23.0,0.0,0.057838851259030315,1.0,J.Hanson,00-0006800,off_timeout,non_iced,1
2012,reg,4237,2012101405,MIA,STL,STL,away,MIA,MIA,2012-10-14,4.0,4.0,Half2,0,4,4.0,00:04,MIA 48,7,"(:04) (Field Goal formation) G.Zuerlein 66 yard field goal is No Good, Wide Left, Center-J.McQuaide, Holder-J.Hekker.",field_goal,missed,66.0,2,0,0.0,,0.0,2.0,14.0,17.0,-3.0,0.0,1.0,G.Zuerlein,00-0029621,off_timeout,non_iced,0
2012,reg,4374,2012101406,BAL,DAL,DAL,away,BAL,BAL,2012-10-14,6.0,6.0,Half2,0,4,2.0,00:06,BAL 33,9,"(:06) (Field Goal formation) D.Bailey 51 yard field goal is No Good, Wide Left, Center-L.Ladouceur, Holder-C.Jones.",field_goal,missed,51.0,2,0,0.0,,0.0,2.0,29.0,31.0,-2.0,0.054522170002350163,1.0,D.Bailey,00-0028660,off_timeout,non_iced,0
2012,reg,4223,2012101407,ARI,BUF,ARI,home,BUF,BUF,2012-10-14,2.0,2.0,Half2,0,4,2.0,00:02,BUF 20,10,"(:02) J.Feely 38 yard field goal is No Good, Hit Left Upright, Center-M.Leach, Holder-D.Zastudil.",field_goal,missed,38.0,0,2,0.0,,0.0,2.0,16.0,16.0,0.0,0.0,1.0,J.Feely,00-0019770,no_timeout,non_iced,0
2012,reg,4652,2012101407,ARI,BUF,BUF,away,ARI,ARI,2012-10-14,673.0,673.0,Overtime,1,5,2.0,11:13,ARI 7,7,"(11:13) R.Lindell 25 yard field goal is GOOD, Center-G.Sanborn, Holder-S.Powell.",field_goal,made,25.0,2,2,0.0,,2.0,2.0,16.0,16.0,0.0,0.0051111114308008965,1.0,R.Lindell,00-0019310,no_timeout,non_iced,1
2012,reg,4536,2012102108,NE,NYJ,NE,home,NYJ,NYJ,2012-10-21,5.0,5.0,Half2,1,4,3.0,00:05,NYJ 25,3,"(:05) S.Gostkowski 43 yard field goal is GOOD, Center-D.Aiken, Holder-Z.Mesko.",field_goal,made,43.0,0,2,0.0,,0.0,2.0,23.0,26.0,-3.0,0.0,1.0,S.Gostkowski,00-0024333,off_timeout,non_iced,0
2012,reg,4885,2012102108,NE,NYJ,NE,home,NYJ,NYJ,2012-10-21,667.0,667.0,Overtime,1,5,4.0,11:07,NYJ 30,6,"(11:07) S.Gostkowski 48 yard field goal is GOOD, Center-D.Aiken, Holder-Z.Mesko.",field_goal,made,48.0,2,2,0.0,,2.0,2.0,26.0,26.0,0.0,0.07201477733974734,1.0,S.Gostkowski,00-0024333,no_timeout,non_iced,1
2012,reg,4645,2012102109,OAK,JAC,OAK,home,JAC,JAC,2012-10-21,6.0,6.0,Half2,0,4,1.0,00:06,JAC 46,10,"(:06) S.Janikowski 64 yard field goal is No Good, Center-J.Condo, Holder-S.Lechler. A.Ross at JAC -6 to JAC 30 for 36 yards. Lateral to D.Landry to JAC 32 for 2 yards (C.Carlisle; M.Brisiel).",field_goal,missed,64.0,0,1,0.0,,0.0,1.0,23.0,23.0,0.0,0.18164866385405748,1.0,S.Janikowski,00-0019646,no_timeout,non_iced,0
2012,reg,4844,2012102109,OAK,JAC,OAK,home,JAC,JAC,2012-10-21,778.0,778.0,Overtime,1,5,2.0,12:58,JAC 22,11,"(12:58) S.Janikowski 40 yard field goal is GOOD, Center-J.Condo, Holder-S.Lechler.",field_goal,made,40.0,2,2,0.0,,2.0,2.0,23.0,23.0,0.0,0.04087520592106067,1.0,S.Janikowski,00-0019646,no_timeout,non_iced,1
2012,reg,4312,2012102806,CHI,CAR,CHI,home,CAR,CAR,2012-10-28,4.0,4.0,Half2,1,4,2.0,00:04,CAR 23,7,"(:04) (Field Goal formation) R.Gould 41 yard field goal is GOOD, Center-P.Mannelly, Holder-A.Podlesh.",field_goal,made,41.0,1,1,0.0,,1.0,1.0,20.0,22.0,-2.0,0.0,1.0,R.Gould,00-0023252,off_timeout,non_iced,0
2012,reg,3919,2012111110,SF,STL,SF,home,STL,STL,2012-11-11,5.0,5.0,Half2,1,4,2.0,00:05,STL 15,10,"(:05) D.Akers 33 yard field goal is GOOD, Center-B.Jennings, Holder-A.Lee.",field_goal,made,33.0,0,1,0.0,,0.0,1.0,21.0,24.0,-3.0,0.0,1.0,D.Akers,00-0000108,no_timeout,non_iced,0
2012,reg,4327,2012111110,SF,STL,SF,home,STL,STL,2012-11-11,494.0,494.0,Overtime,0,5,4.0,08:14,STL 23,8,"(8:14) D.Akers 41 yard field goal is No Good, Wide Left, Center-B.Jennings, Holder-A.Lee.",field_goal,missed,41.0,1,2,0.0,,1.0,2.0,24.0,24.0,0.0,0.03915559607562101,1.0,D.Akers,00-0000108,no_timeout,non_iced,1
2012,reg,4609,2012111110,SF,STL,STL,away,SF,SF,2012-11-11,168.0,168.0,Overtime,0,5,4.0,02:48,SF 40,9,"(2:48) G.Zuerlein 58 yard field goal is No Good, Wide Right, Center-J.McQuaide, Holder-J.Hekker.",field_goal,missed,58.0,1,1,0.0,,1.0,1.0,24.0,24.0,0.0,0.11358807664256475,1.0,G.Zuerlein,00-0029621,no_timeout,non_iced,1
2012,reg,3966,2012111200,PIT,KC,KC,away,PIT,PIT,2012-11-12,2.0,2.0,Half2,1,4,2.0,00:02,PIT 28,10,"(:02) (Field Goal formation) R.Succop 46 yard field goal is GOOD, Center-T.Gafford, Holder-D.Colquitt.",field_goal,made,46.0,0,0,0.0,,0.0,0.0,10.0,13.0,-3.0,0.0,1.0,R.Succop,00-0026968,no_timeout,non_iced,0
2012,reg,4097,2012111200,PIT,KC,PIT,home,KC,KC,2012-11-12,849.0,849.0,Overtime,1,5,1.0,14:09,KC 5,5,"(14:09) (Field Goal formation) S.Suisham 23 yard field goal is GOOD, Center-G.Warren, Holder-D.Butler.",field_goal,made,23.0,2,2,0.0,,2.0,2.0,13.0,13.0,0.0,0.003619273915742353,1.0,S.Suisham,00-0023001,no_timeout,non_iced,1
2012,reg,4241,2012111801,DET,GB,GB,away,DET,DET,2012-11-18,24.0,24.0,Half2,1,4,4.0,00:24,DET 21,11,"(:24) M.Crosby 39 yard field goal is GOOD, Center-B.Goode, Holder-T.Masthay.",field_goal,made,39.0,0,1,0.0,,1.0,0.0,20.0,20.0,0.0,0.01941145486915977,1.0,M.Crosby,00-0025580,off_timeout,non_iced,0
2012,reg,4527,2012111804,DAL,CLE,DAL,home,CLE,CLE,2012-11-18,6.0,6.0,Half2,1,4,4.0,00:06,CLE 14,10,"(:06) (Field Goal formation) D.Bailey 32 yard field goal is GOOD, Center-L.Ladouceur, Holder-B.Moorman.",field_goal,made,32.0,0,0,0.0,,0.0,0.0,17.0,20.0,-3.0,0.005820167503078425,1.0,D.Bailey,00-0028660,no_timeout,non_iced,0
